      alt[km]    geometric factor
 8.195000E+02         8.757416E-01
 8.205000E+02         8.757462E-01
 8.215000E+02         8.757508E-01
 8.225000E+02         8.757553E-01
 8.235000E+02         8.757598E-01
 8.245000E+02         8.757643E-01
 8.255000E+02         8.757688E-01
 8.265000E+02         8.757732E-01
 8.275000E+02         8.757775E-01
 8.285000E+02         8.757819E-01
 8.295000E+02         8.757862E-01
 8.305000E+02         8.757904E-01
 8.315000E+02         8.757947E-01
 8.325000E+02         8.757989E-01
 8.335000E+02         8.758031E-01
 8.345000E+02         8.758072E-01
 8.355000E+02         8.758113E-01
 8.365000E+02         8.758154E-01
 8.375000E+02         8.758195E-01
 8.385000E+02         8.758235E-01
 8.395000E+02         8.758275E-01
 8.405000E+02         8.758315E-01
 8.415000E+02         8.758354E-01
 8.425000E+02         8.758393E-01
 8.435000E+02         8.758432E-01
 8.445000E+02         8.758470E-01
 8.455000E+02         8.758508E-01
 8.465000E+02         8.758546E-01
 8.475000E+02         8.758584E-01
 8.485000E+02         8.758621E-01
 8.495000E+02         8.758658E-01
 8.505000E+02         8.758695E-01
 8.515000E+02         8.758731E-01
 8.525000E+02         8.758767E-01
 8.535000E+02         8.758803E-01
 8.545000E+02         8.758839E-01
 8.555000E+02         8.758874E-01
 8.565000E+02         8.758909E-01
 8.575000E+02         8.758944E-01
 8.585000E+02         8.758978E-01
 8.595000E+02         8.759013E-01
 8.605000E+02         8.759046E-01
 8.615000E+02         8.759080E-01
 8.625000E+02         8.759114E-01
 8.635000E+02         8.759147E-01
 8.645000E+02         8.759180E-01
 8.655000E+02         8.759212E-01
 8.665000E+02         8.759245E-01
 8.675000E+02         8.759277E-01
 8.685000E+02         8.759309E-01
 8.695000E+02         8.759340E-01
 8.705000E+02         8.759371E-01
 8.715000E+02         8.759403E-01
 8.725000E+02         8.759433E-01
 8.735000E+02         8.759464E-01
 8.745000E+02         8.759494E-01
 8.755000E+02         8.759524E-01
 8.765000E+02         8.759554E-01
 8.775000E+02         8.759584E-01
 8.785000E+02         8.759613E-01
 8.795000E+02         8.759642E-01
 8.805000E+02         8.759671E-01
 8.815000E+02         8.759700E-01
 8.825000E+02         8.759728E-01
 8.835000E+02         8.759756E-01
 8.845000E+02         8.759784E-01
 8.855000E+02         8.759812E-01
 8.865000E+02         8.759840E-01
 8.875000E+02         8.759867E-01
 8.885000E+02         8.759894E-01
 8.895000E+02         8.759921E-01
 8.905000E+02         8.759947E-01
 8.915000E+02         8.759973E-01
 8.925000E+02         8.760000E-01
 8.935000E+02         8.760025E-01
 8.945000E+02         8.760051E-01
 8.955000E+02         8.760077E-01
 8.965000E+02         8.760102E-01
 8.975000E+02         8.760127E-01
 8.985000E+02         8.760152E-01
 8.995000E+02         8.760176E-01
 9.005000E+02         8.760201E-01
 9.015000E+02         8.760225E-01
 9.025000E+02         8.760249E-01
 9.035000E+02         8.760272E-01
 9.045000E+02         8.760296E-01
 9.055000E+02         8.760319E-01
 9.065000E+02         8.760342E-01
 9.075000E+02         8.760365E-01
 9.085000E+02         8.760388E-01
 9.095000E+02         8.760410E-01
 9.105000E+02         8.760433E-01
 9.115000E+02         8.760455E-01
 9.125000E+02         8.760477E-01
 9.135000E+02         8.760498E-01
 9.145000E+02         8.760520E-01
 9.155000E+02         8.760541E-01
 9.165000E+02         8.760562E-01
 9.175000E+02         8.760583E-01
 9.185000E+02         8.760604E-01
 9.195000E+02         8.760624E-01
 9.205000E+02         8.760645E-01
 9.215000E+02         8.760665E-01
 9.225000E+02         8.760685E-01
 9.235000E+02         8.760704E-01
 9.245000E+02         8.760724E-01
 9.255000E+02         8.760743E-01
 9.265000E+02         8.760763E-01
 9.275000E+02         8.760782E-01
 9.285000E+02         8.760800E-01
 9.295000E+02         8.760819E-01
 9.305000E+02         8.760837E-01
 9.315000E+02         8.760856E-01
 9.325000E+02         8.760874E-01
 9.335000E+02         8.760892E-01
 9.345000E+02         8.760910E-01
 9.355000E+02         8.760927E-01
 9.365000E+02         8.760945E-01
 9.375000E+02         8.760962E-01
 9.385000E+02         8.760979E-01
 9.395000E+02         8.760996E-01
 9.405000E+02         8.761012E-01
 9.415000E+02         8.761029E-01
 9.425000E+02         8.761045E-01
 9.435000E+02         8.761062E-01
 9.445000E+02         8.761078E-01
 9.455000E+02         8.761093E-01
 9.465000E+02         8.761109E-01
 9.475000E+02         8.761125E-01
 9.485000E+02         8.761140E-01
 9.495000E+02         8.761155E-01
 9.505000E+02         8.761170E-01
 9.515000E+02         8.761185E-01
 9.525000E+02         8.761200E-01
 9.535000E+02         8.761215E-01
 9.545000E+02         8.761229E-01
 9.555000E+02         8.761243E-01
 9.565000E+02         8.761257E-01
 9.575000E+02         8.761271E-01
 9.585000E+02         8.761285E-01
 9.595000E+02         8.761299E-01
 9.605000E+02         8.761312E-01
 9.615000E+02         8.761326E-01
 9.625000E+02         8.761339E-01
 9.635000E+02         8.761352E-01
 9.645000E+02         8.761365E-01
 9.655000E+02         8.761377E-01
 9.665000E+02         8.761390E-01
 9.675000E+02         8.761402E-01
 9.685000E+02         8.761415E-01
 9.695000E+02         8.761427E-01
 9.705000E+02         8.761439E-01
 9.715000E+02         8.761451E-01
 9.725000E+02         8.761462E-01
 9.735000E+02         8.761474E-01
 9.745000E+02         8.761485E-01
 9.755000E+02         8.761497E-01
 9.765000E+02         8.761508E-01
 9.775000E+02         8.761519E-01
 9.785000E+02         8.761530E-01
 9.795000E+02         8.761540E-01
 9.805000E+02         8.761551E-01
 9.815000E+02         8.761561E-01
 9.825000E+02         8.761572E-01
 9.835000E+02         8.761582E-01
 9.845000E+02         8.761592E-01
 9.855000E+02         8.761602E-01
 9.865000E+02         8.761612E-01
 9.875000E+02         8.761621E-01
 9.885000E+02         8.761631E-01
 9.895000E+02         8.761640E-01
 9.905000E+02         8.761650E-01
 9.915000E+02         8.761659E-01
 9.925000E+02         8.761668E-01
 9.935000E+02         8.761677E-01
 9.945000E+02         8.761685E-01
 9.955000E+02         8.761694E-01
 9.965000E+02         8.761702E-01
 9.975000E+02         8.761711E-01
 9.985000E+02         8.761719E-01
 9.995000E+02         8.761727E-01
 1.000500E+03         8.761735E-01
 1.001500E+03         8.761743E-01
 1.002500E+03         8.761751E-01
 1.003500E+03         8.761758E-01
 1.004500E+03         8.761766E-01
 1.005500E+03         8.761773E-01
 1.006500E+03         8.761781E-01
 1.007500E+03         8.761788E-01
 1.008500E+03         8.761795E-01
 1.009500E+03         8.761802E-01
 1.010500E+03         8.761809E-01
 1.011500E+03         8.761815E-01
 1.012500E+03         8.761822E-01
 1.013500E+03         8.761828E-01
 1.014500E+03         8.761835E-01
 1.015500E+03         8.761841E-01
 1.016500E+03         8.761847E-01
 1.017500E+03         8.761853E-01
 1.018500E+03         8.761859E-01
 1.019500E+03         8.761865E-01
 1.020500E+03         8.761870E-01
 1.021500E+03         8.761876E-01
 1.022500E+03         8.761881E-01
 1.023500E+03         8.761887E-01
 1.024500E+03         8.761892E-01
 1.025500E+03         8.761897E-01
 1.026500E+03         8.761902E-01
 1.027500E+03         8.761907E-01
 1.028500E+03         8.761912E-01
 1.029500E+03         8.761917E-01
 1.030500E+03         8.761921E-01
 1.031500E+03         8.761926E-01
 1.032500E+03         8.761930E-01
 1.033500E+03         8.761934E-01
 1.034500E+03         8.761939E-01
 1.035500E+03         8.761943E-01
 1.036500E+03         8.761947E-01
 1.037500E+03         8.761951E-01
 1.038500E+03         8.761954E-01
 1.039500E+03         8.761958E-01
 1.040500E+03         8.761962E-01
 1.041500E+03         8.761965E-01
 1.042500E+03         8.761969E-01
 1.043500E+03         8.761972E-01
 1.044500E+03         8.761975E-01
 1.045500E+03         8.761978E-01
 1.046500E+03         8.761981E-01
 1.047500E+03         8.761984E-01
 1.048500E+03         8.761987E-01
 1.049500E+03         8.761990E-01
 1.050500E+03         8.761992E-01
 1.051500E+03         8.761995E-01
 1.052500E+03         8.761997E-01
 1.053500E+03         8.762000E-01
 1.054500E+03         8.762002E-01
 1.055500E+03         8.762004E-01
 1.056500E+03         8.762006E-01
 1.057500E+03         8.762008E-01
 1.058500E+03         8.762010E-01
 1.059500E+03         8.762012E-01
 1.060500E+03         8.762014E-01
 1.061500E+03         8.762015E-01
 1.062500E+03         8.762017E-01
 1.063500E+03         8.762018E-01
 1.064500E+03         8.762020E-01
 1.065500E+03         8.762021E-01
 1.066500E+03         8.762022E-01
 1.067500E+03         8.762023E-01
 1.068500E+03         8.762024E-01
 1.069500E+03         8.762025E-01
 1.070500E+03         8.762026E-01
 1.071500E+03         8.762027E-01
 1.072500E+03         8.762027E-01
 1.073500E+03         8.762028E-01
 1.074500E+03         8.762029E-01
 1.075500E+03         8.762029E-01
 1.076500E+03         8.762029E-01
 1.077500E+03         8.762030E-01
 1.078500E+03         8.762030E-01
 1.079500E+03         8.762030E-01
 1.080500E+03         8.762030E-01
 1.081500E+03         8.762030E-01
 1.082500E+03         8.762030E-01
 1.083500E+03         8.762030E-01
 1.084500E+03         8.762029E-01
 1.085500E+03         8.762029E-01
 1.086500E+03         8.762029E-01
 1.087500E+03         8.762028E-01
 1.088500E+03         8.762028E-01
 1.089500E+03         8.762027E-01
 1.090500E+03         8.762026E-01
 1.091500E+03         8.762025E-01
 1.092500E+03         8.762024E-01
 1.093500E+03         8.762023E-01
 1.094500E+03         8.762022E-01
 1.095500E+03         8.762021E-01
 1.096500E+03         8.762020E-01
 1.097500E+03         8.762019E-01
 1.098500E+03         8.762018E-01
 1.099500E+03         8.762016E-01
 1.100500E+03         8.762015E-01
 1.101500E+03         8.762013E-01
 1.102500E+03         8.762012E-01
 1.103500E+03         8.762010E-01
 1.104500E+03         8.762008E-01
 1.105500E+03         8.762006E-01
 1.106500E+03         8.762004E-01
 1.107500E+03         8.762003E-01
 1.108500E+03         8.762001E-01
 1.109500E+03         8.761998E-01
 1.110500E+03         8.761996E-01
 1.111500E+03         8.761994E-01
 1.112500E+03         8.761992E-01
 1.113500E+03         8.761989E-01
 1.114500E+03         8.761987E-01
 1.115500E+03         8.761984E-01
 1.116500E+03         8.761982E-01
 1.117500E+03         8.761979E-01
 1.118500E+03         8.761977E-01
 1.119500E+03         8.761974E-01
 1.120500E+03         8.761971E-01
 1.121500E+03         8.761968E-01
 1.122500E+03         8.761965E-01
 1.123500E+03         8.761962E-01
 1.124500E+03         8.761959E-01
 1.125500E+03         8.761956E-01
 1.126500E+03         8.761953E-01
 1.127500E+03         8.761950E-01
 1.128500E+03         8.761946E-01
 1.129500E+03         8.761943E-01
 1.130500E+03         8.761939E-01
 1.131500E+03         8.761936E-01
 1.132500E+03         8.761932E-01
 1.133500E+03         8.761929E-01
 1.134500E+03         8.761925E-01
 1.135500E+03         8.761921E-01
 1.136500E+03         8.761917E-01
 1.137500E+03         8.761914E-01
 1.138500E+03         8.761910E-01
 1.139500E+03         8.761906E-01
 1.140500E+03         8.761902E-01
 1.141500E+03         8.761898E-01
 1.142500E+03         8.761893E-01
 1.143500E+03         8.761889E-01
 1.144500E+03         8.761885E-01
 1.145500E+03         8.761881E-01
 1.146500E+03         8.761876E-01
 1.147500E+03         8.761872E-01
 1.148500E+03         8.761867E-01
 1.149500E+03         8.761863E-01
 1.150500E+03         8.761858E-01
 1.151500E+03         8.761854E-01
 1.152500E+03         8.761849E-01
 1.153500E+03         8.761844E-01
 1.154500E+03         8.761839E-01
 1.155500E+03         8.761834E-01
 1.156500E+03         8.761830E-01
 1.157500E+03         8.761825E-01
 1.158500E+03         8.761820E-01
 1.159500E+03         8.761815E-01
 1.160500E+03         8.761809E-01
 1.161500E+03         8.761804E-01
 1.162500E+03         8.761799E-01
 1.163500E+03         8.761794E-01
 1.164500E+03         8.761788E-01
 1.165500E+03         8.761783E-01
 1.166500E+03         8.761778E-01
 1.167500E+03         8.761772E-01
 1.168500E+03         8.761767E-01
 1.169500E+03         8.761761E-01
 1.170500E+03         8.761755E-01
 1.171500E+03         8.761750E-01
 1.172500E+03         8.761744E-01
 1.173500E+03         8.761738E-01
 1.174500E+03         8.761732E-01
 1.175500E+03         8.761727E-01
 1.176500E+03         8.761721E-01
 1.177500E+03         8.761715E-01
 1.178500E+03         8.761709E-01
 1.179500E+03         8.761703E-01
 1.180500E+03         8.761697E-01
 1.181500E+03         8.761690E-01
 1.182500E+03         8.761684E-01
 1.183500E+03         8.761678E-01
 1.184500E+03         8.761672E-01
 1.185500E+03         8.761665E-01
 1.186500E+03         8.761659E-01
 1.187500E+03         8.761653E-01
 1.188500E+03         8.761646E-01
 1.189500E+03         8.761640E-01
 1.190500E+03         8.761633E-01
 1.191500E+03         8.761626E-01
 1.192500E+03         8.761620E-01
 1.193500E+03         8.761613E-01
 1.194500E+03         8.761606E-01
 1.195500E+03         8.761600E-01
 1.196500E+03         8.761593E-01
 1.197500E+03         8.761586E-01
 1.198500E+03         8.761579E-01
 1.199500E+03         8.761572E-01
 1.200500E+03         8.761565E-01
 1.201500E+03         8.761558E-01
 1.202500E+03         8.761551E-01
 1.203500E+03         8.761544E-01
 1.204500E+03         8.761537E-01
 1.205500E+03         8.761530E-01
 1.206500E+03         8.761523E-01
 1.207500E+03         8.761515E-01
 1.208500E+03         8.761508E-01
 1.209500E+03         8.761501E-01
 1.210500E+03         8.761493E-01
 1.211500E+03         8.761486E-01
 1.212500E+03         8.761478E-01
 1.213500E+03         8.761471E-01
 1.214500E+03         8.761463E-01
 1.215500E+03         8.761456E-01
 1.216500E+03         8.761448E-01
 1.217500E+03         8.761441E-01
 1.218500E+03         8.761433E-01
 1.219500E+03         8.761425E-01
 1.220500E+03         8.761417E-01
 1.221500E+03         8.761410E-01
 1.222500E+03         8.761402E-01
 1.223500E+03         8.761394E-01
 1.224500E+03         8.761386E-01
 1.225500E+03         8.761378E-01
 1.226500E+03         8.761370E-01
 1.227500E+03         8.761362E-01
 1.228500E+03         8.761354E-01
 1.229500E+03         8.761346E-01
 1.230500E+03         8.761338E-01
 1.231500E+03         8.761330E-01
 1.232500E+03         8.761322E-01
 1.233500E+03         8.761313E-01
 1.234500E+03         8.761305E-01
 1.235500E+03         8.761297E-01
 1.236500E+03         8.761288E-01
 1.237500E+03         8.761280E-01
 1.238500E+03         8.761272E-01
 1.239500E+03         8.761263E-01
 1.240500E+03         8.761255E-01
 1.241500E+03         8.761246E-01
 1.242500E+03         8.761238E-01
 1.243500E+03         8.761229E-01
 1.244500E+03         8.761221E-01
 1.245500E+03         8.761212E-01
 1.246500E+03         8.761203E-01
 1.247500E+03         8.761195E-01
 1.248500E+03         8.761186E-01
 1.249500E+03         8.761177E-01
 1.250500E+03         8.761168E-01
 1.251500E+03         8.761160E-01
 1.252500E+03         8.761151E-01
 1.253500E+03         8.761142E-01
 1.254500E+03         8.761133E-01
 1.255500E+03         8.761124E-01
 1.256500E+03         8.761115E-01
 1.257500E+03         8.761106E-01
 1.258500E+03         8.761097E-01
 1.259500E+03         8.761088E-01
 1.260500E+03         8.761079E-01
 1.261500E+03         8.761070E-01
 1.262500E+03         8.761061E-01
 1.263500E+03         8.761052E-01
 1.264500E+03         8.761042E-01
 1.265500E+03         8.761033E-01
 1.266500E+03         8.761024E-01
 1.267500E+03         8.761015E-01
 1.268500E+03         8.761005E-01
 1.269500E+03         8.760996E-01
 1.270500E+03         8.760987E-01
 1.271500E+03         8.760977E-01
 1.272500E+03         8.760968E-01
 1.273500E+03         8.760958E-01
 1.274500E+03         8.760949E-01
 1.275500E+03         8.760939E-01
 1.276500E+03         8.760930E-01
 1.277500E+03         8.760920E-01
 1.278500E+03         8.760911E-01
 1.279500E+03         8.760901E-01
 1.280500E+03         8.760891E-01
 1.281500E+03         8.760882E-01
 1.282500E+03         8.760872E-01
 1.283500E+03         8.760862E-01
 1.284500E+03         8.760853E-01
 1.285500E+03         8.760843E-01
 1.286500E+03         8.760833E-01
 1.287500E+03         8.760823E-01
 1.288500E+03         8.760813E-01
 1.289500E+03         8.760804E-01
 1.290500E+03         8.760794E-01
 1.291500E+03         8.760784E-01
 1.292500E+03         8.760774E-01
 1.293500E+03         8.760764E-01
 1.294500E+03         8.760754E-01
 1.295500E+03         8.760744E-01
 1.296500E+03         8.760734E-01
 1.297500E+03         8.760724E-01
 1.298500E+03         8.760714E-01
 1.299500E+03         8.760704E-01
 1.300500E+03         8.760693E-01
 1.301500E+03         8.760683E-01
 1.302500E+03         8.760673E-01
 1.303500E+03         8.760663E-01
 1.304500E+03         8.760653E-01
 1.305500E+03         8.760642E-01
 1.306500E+03         8.760632E-01
 1.307500E+03         8.760622E-01
 1.308500E+03         8.760611E-01
 1.309500E+03         8.760601E-01
 1.310500E+03         8.760591E-01
 1.311500E+03         8.760580E-01
 1.312500E+03         8.760570E-01
 1.313500E+03         8.760560E-01
 1.314500E+03         8.760549E-01
 1.315500E+03         8.760539E-01
 1.316500E+03         8.760528E-01
 1.317500E+03         8.760518E-01
 1.318500E+03         8.760507E-01
 1.319500E+03         8.760497E-01
 1.320500E+03         8.760486E-01
 1.321500E+03         8.760475E-01
 1.322500E+03         8.760465E-01
 1.323500E+03         8.760454E-01
 1.324500E+03         8.760444E-01
 1.325500E+03         8.760433E-01
 1.326500E+03         8.760422E-01
 1.327500E+03         8.760411E-01
 1.328500E+03         8.760401E-01
 1.329500E+03         8.760390E-01
 1.330500E+03         8.760379E-01
 1.331500E+03         8.760368E-01
 1.332500E+03         8.760358E-01
 1.333500E+03         8.760347E-01
 1.334500E+03         8.760336E-01
 1.335500E+03         8.760325E-01
 1.336500E+03         8.760314E-01
 1.337500E+03         8.760303E-01
 1.338500E+03         8.760292E-01
 1.339500E+03         8.760281E-01
 1.340500E+03         8.760270E-01
 1.341500E+03         8.760259E-01
 1.342500E+03         8.760248E-01
 1.343500E+03         8.760237E-01
 1.344500E+03         8.760226E-01
 1.345500E+03         8.760215E-01
 1.346500E+03         8.760204E-01
 1.347500E+03         8.760193E-01
 1.348500E+03         8.760182E-01
 1.349500E+03         8.760171E-01
 1.350500E+03         8.760160E-01
 1.351500E+03         8.760149E-01
 1.352500E+03         8.760137E-01
 1.353500E+03         8.760126E-01
 1.354500E+03         8.760115E-01
 1.355500E+03         8.760104E-01
 1.356500E+03         8.760093E-01
 1.357500E+03         8.760081E-01
 1.358500E+03         8.760070E-01
 1.359500E+03         8.760059E-01
 1.360500E+03         8.760047E-01
 1.361500E+03         8.760036E-01
 1.362500E+03         8.760025E-01
 1.363500E+03         8.760013E-01
 1.364500E+03         8.760002E-01
 1.365500E+03         8.759991E-01
 1.366500E+03         8.759979E-01
 1.367500E+03         8.759968E-01
 1.368500E+03         8.759956E-01
 1.369500E+03         8.759945E-01
 1.370500E+03         8.759934E-01
 1.371500E+03         8.759922E-01
 1.372500E+03         8.759911E-01
 1.373500E+03         8.759899E-01
 1.374500E+03         8.759888E-01
 1.375500E+03         8.759876E-01
 1.376500E+03         8.759864E-01
 1.377500E+03         8.759853E-01
 1.378500E+03         8.759841E-01
 1.379500E+03         8.759830E-01
 1.380500E+03         8.759818E-01
 1.381500E+03         8.759807E-01
 1.382500E+03         8.759795E-01
 1.383500E+03         8.759783E-01
 1.384500E+03         8.759772E-01
 1.385500E+03         8.759760E-01
 1.386500E+03         8.759748E-01
 1.387500E+03         8.759736E-01
 1.388500E+03         8.759725E-01
 1.389500E+03         8.759713E-01
 1.390500E+03         8.759701E-01
 1.391500E+03         8.759690E-01
 1.392500E+03         8.759678E-01
 1.393500E+03         8.759666E-01
 1.394500E+03         8.759654E-01
 1.395500E+03         8.759642E-01
 1.396500E+03         8.759631E-01
 1.397500E+03         8.759619E-01
 1.398500E+03         8.759607E-01
 1.399500E+03         8.759595E-01
 1.400500E+03         8.759583E-01
 1.401500E+03         8.759571E-01
 1.402500E+03         8.759559E-01
 1.403500E+03         8.759547E-01
 1.404500E+03         8.759536E-01
 1.405500E+03         8.759524E-01
 1.406500E+03         8.759512E-01
 1.407500E+03         8.759500E-01
 1.408500E+03         8.759488E-01
 1.409500E+03         8.759476E-01
 1.410500E+03         8.759464E-01
 1.411500E+03         8.759452E-01
 1.412500E+03         8.759440E-01
 1.413500E+03         8.759428E-01
 1.414500E+03         8.759416E-01
 1.415500E+03         8.759404E-01
 1.416500E+03         8.759392E-01
 1.417500E+03         8.759380E-01
 1.418500E+03         8.759368E-01
 1.419500E+03         8.759355E-01
 1.420500E+03         8.759343E-01
 1.421500E+03         8.759331E-01
 1.422500E+03         8.759319E-01
 1.423500E+03         8.759307E-01
 1.424500E+03         8.759295E-01
 1.425500E+03         8.759283E-01
 1.426500E+03         8.759271E-01
 1.427500E+03         8.759258E-01
 1.428500E+03         8.759246E-01
 1.429500E+03         8.759234E-01
 1.430500E+03         8.759222E-01
 1.431500E+03         8.759210E-01
 1.432500E+03         8.759197E-01
 1.433500E+03         8.759185E-01
 1.434500E+03         8.759173E-01
 1.435500E+03         8.759161E-01
 1.436500E+03         8.759148E-01
 1.437500E+03         8.759136E-01
 1.438500E+03         8.759124E-01
 1.439500E+03         8.759112E-01
 1.440500E+03         8.759099E-01
 1.441500E+03         8.759087E-01
 1.442500E+03         8.759075E-01
 1.443500E+03         8.759062E-01
 1.444500E+03         8.759050E-01
 1.445500E+03         8.759038E-01
 1.446500E+03         8.759025E-01
 1.447500E+03         8.759013E-01
 1.448500E+03         8.759001E-01
 1.449500E+03         8.758988E-01
 1.450500E+03         8.758976E-01
 1.451500E+03         8.758963E-01
 1.452500E+03         8.758951E-01
 1.453500E+03         8.758939E-01
 1.454500E+03         8.758926E-01
 1.455500E+03         8.758914E-01
 1.456500E+03         8.758901E-01
 1.457500E+03         8.758889E-01
 1.458500E+03         8.758876E-01
 1.459500E+03         8.758864E-01
 1.460500E+03         8.758851E-01
 1.461500E+03         8.758839E-01
 1.462500E+03         8.758827E-01
 1.463500E+03         8.758814E-01
 1.464500E+03         8.758802E-01
 1.465500E+03         8.758789E-01
 1.466500E+03         8.758777E-01
 1.467500E+03         8.758764E-01
 1.468500E+03         8.758752E-01
 1.469500E+03         8.758739E-01
 1.470500E+03         8.758726E-01
 1.471500E+03         8.758714E-01
 1.472500E+03         8.758701E-01
 1.473500E+03         8.758689E-01
 1.474500E+03         8.758676E-01
 1.475500E+03         8.758664E-01
 1.476500E+03         8.758651E-01
 1.477500E+03         8.758638E-01
 1.478500E+03         8.758626E-01
 1.479500E+03         8.758613E-01
 1.480500E+03         8.758601E-01
 1.481500E+03         8.758588E-01
 1.482500E+03         8.758575E-01
 1.483500E+03         8.758563E-01
 1.484500E+03         8.758550E-01
 1.485500E+03         8.758538E-01
 1.486500E+03         8.758525E-01
 1.487500E+03         8.758512E-01
 1.488500E+03         8.758500E-01
 1.489500E+03         8.758487E-01
 1.490500E+03         8.758474E-01
 1.491500E+03         8.758462E-01
 1.492500E+03         8.758449E-01
 1.493500E+03         8.758436E-01
 1.494500E+03         8.758424E-01
 1.495500E+03         8.758411E-01
 1.496500E+03         8.758398E-01
 1.497500E+03         8.758385E-01
 1.498500E+03         8.758373E-01
 1.499500E+03         8.758360E-01
 1.500500E+03         8.758347E-01
 1.501500E+03         8.758334E-01
 1.502500E+03         8.758322E-01
 1.503500E+03         8.758309E-01
 1.504500E+03         8.758296E-01
 1.505500E+03         8.758284E-01
 1.506500E+03         8.758271E-01
 1.507500E+03         8.758258E-01
 1.508500E+03         8.758245E-01
 1.509500E+03         8.758232E-01
