
# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2023 09 09 33489 33489.5 2592 19  2.667  1.333  1.333  2.667  2.667  2.333  0.667  0.333   12    5    5   12   12    9    3    2     8 133    161.4    163.7 2
2023 09 10 33490 33490.5 2592 20  1.000  0.000  0.000  0.333  0.000  1.000  0.667  1.333    4    0    0    2    0    4    3    5     2 173    163.9    166.2 2
2023 09 11 33491 33491.5 2592 21  1.000  1.333  0.667  1.667  1.667  1.333  1.333  2.000    4    5    3    6    6    5    5    7     5 190    176.4    178.8 2
2023 09 12 33492 33492.5 2592 22  0.667  0.333  0.667  3.000  5.333  5.333  3.667  4.000    3    2    3   15   56   56   22   27    23 145    153.5    155.5 2
2023 09 13 33493 33493.5 2592 23  4.667  3.667  2.333  2.333  2.667  3.000  1.667  3.000   39   22    9    9   12   15    6   15    16 131    142.6    144.4 2
2023 09 14 33494 33494.5 2592 24  4.333  2.333  3.000  1.333  1.667  2.333  4.000  4.333   32    9   15    5    6    9   27   32    17 134    145.2    146.9 2
2023 09 15 33495 33495.5 2592 25  2.000  2.000  0.667  0.333  1.667  1.667  1.333  3.000    7    7    3    2    6    6    5   15     6 109    139.1    140.6 2
2023 09 16 33496 33496.5 2592 26  1.333  0.333  0.667  0.333  0.333  1.667  3.000  2.667    5    2    3    2    2    6   15   12     6  88    140.4    141.9 2
2023 09 17 33497 33497.5 2592 27  3.333  3.333  2.333  3.000  2.667  2.667  3.333  2.667   18   18    9   15   12   12   18   12    14  89    144.6    146.1 2
2023 09 18 33498 33498.5 2593  1  4.333  4.000  3.000  2.000  4.667  5.000  5.000  4.000   32   27   15    7   39   48   48   27    30 127    154.5    156.0 2
2023 09 19 33499 33499.5 2593  2  5.333  6.333  4.667  3.333  6.000  5.333  3.667  2.667   56   94   39   18   80   56   22   12    47 149    166.1    167.6 2
2023 09 20 33500 33500.5 2593  3  3.667  3.333  3.333  2.667  2.000  2.000  3.000  3.333   22   18   18   12    7    7   15   18    15 170    155.5    156.8 2
2023 09 21 33501 33501.5 2593  4  2.333  2.333  2.000  1.667  2.000  2.667  1.667  2.667    9    9    7    6    7   12    6   12     8 194    168.1    169.4 2
2023 09 22 33502 33502.5 2593  5  1.667  1.000  2.000  2.000  2.000  3.333  1.667  2.667    6    4    7    7    7   18    6   12     8 200    175.7    177.0 2
2023 09 23 33503 33503.5 2593  6  2.667  2.667  1.333  2.333  2.000  1.000  2.000  2.667   12   12    5    9    7    4    7   12     8 196    173.0    174.1 2
2023 09 24 33504 33504.5 2593  7  2.000  1.333  2.000  1.667  1.000  1.000  5.667  5.667    7    5    7    6    4    4   67   67    21 176    173.7    174.8 2
2023 09 25 33505 33505.5 2593  8  5.333  4.667  4.000  3.333  3.333  2.667  2.333  2.000   56   39   27   18   18   12    9    7    23 169    170.2    171.1 2
2023 09 26 33506 33506.5 2593  9  3.000  4.000  4.667  4.667  5.000  3.333  3.333  3.333   15   27   39   39   48   18   18   18    28 140    164.9    165.7 2
2023 09 27 33507 33507.5 2593 10  3.667  3.000  3.333  3.333  2.667  3.000  2.000  0.667   22   15   18   18   12   15    7    3    14 133    156.0    156.7 2
2023 09 28 33508 33508.5 2593 11  1.667  3.000  0.333  0.667  0.667  0.333  0.000  2.000    6   15    2    3    3    2    0    7     5 116    147.8    148.4 2
2023 09 29 33509 33509.5 2593 12  2.000  2.667  3.667  4.000  2.667  1.333  0.667  0.667    7   12   22   27   12    5    3    3    11 103    155.0    155.5 2
2023 09 30 33510 33510.5 2593 13  1.333  2.000  2.333  2.000  2.333  2.333  2.333  2.333    5    7    9    7    9    9    9    9     8 117    159.1    159.5 2
2023 10 01 33511 33511.5 2593 14  3.667  1.667  1.667  1.333  2.000  1.000  1.667  1.667   22    6    6    5    7    4    6    6     8 151    161.1    161.5 2
2023 10 02 33512 33512.5 2593 15  2.667  3.000  1.000  1.333  1.667  1.333  1.333  2.333   12   15    4    5    6    5    5    9     8 168    157.4    157.7 2
2023 10 03 33513 33513.5 2593 16  0.667  2.000  1.333  1.000  2.000  2.333  2.000  2.000    3    7    5    4    7    9    7    7     6 144    153.7    153.8 2
2023 10 04 33514 33514.5 2593 17  2.667  2.333  2.667  2.000  1.667  1.667  2.000  3.333   12    9   12    7    6    6    7   18    10 154    155.0    155.1 2
2023 10 05 33515 33515.5 2593 18  4.000  5.000  2.000  3.000  2.000  0.667  0.667  2.000   27   48    7   15    7    3    3    7    15 159    156.1    156.1 2
2023 10 06 33516 33516.5 2593 19  2.000  2.333  2.000  1.333  1.333  1.333  0.667  3.000    7    9    7    5    5    5    3   15     7 158    155.3    155.3 2
2023 10 07 33517 33517.5 2593 20  1.000  1.333  1.000  0.333  0.333  0.667  1.667  1.333    4    5    4    2    2    3    6    5     4 134    157.2    157.0 2
2023 10 08 33518 33518.5 2593 21  2.333  1.667  2.000  1.333  0.667  1.333  1.333  2.000    9    6    7    5    3    5    5    7     6 144    157.1    156.8 2
2023 10 09 33519 33519.5 2593 22  2.000  1.667  1.333  1.333  2.000  2.333  3.000  1.333    7    6    5    5    7    9   15    5     7 153    165.5    165.2 2
2023 10 10 33520 33520.5 2593 23  0.667  2.000  1.000  1.000  0.333  0.667  0.000  0.000    3    7    4    4    2    3    0    0     3 132    164.4    163.9 2
2023 10 11 33521 33521.5 2593 24  0.000  0.667  0.667  1.000  0.667  0.333  0.333  1.000    0    3    3    4    3    2    2    4     3 145    158.0    157.5 2
2023 10 12 33522 33522.5 2593 25  1.000  0.000  0.333  0.333  0.000  0.667  0.667  0.667    4    0    2    2    0    3    3    3     2 137    157.1    156.4 2
2023 10 13 33523 33523.5 2593 26  0.667  2.667  3.333  2.667  3.000  3.667  2.667  2.000    3   12   18   12   15   22   12    7    13 113    149.0    148.4 2
2023 10 14 33524 33524.5 2593 27  1.333  1.000  1.333  2.000  1.000  0.333  3.000  1.333    5    4    5    7    4    2   15    5     6 111    148.2    147.4 2
2023 10 15 33525 33525.5 2594  1  0.000  0.000  0.333  0.667  0.333  0.667  1.000  1.667    0    0    2    3    2    3    4    6     2 104    144.6    143.8 2
2023 10 16 33526 33526.5 2594  2  2.000  0.000  0.333  0.333  1.333  0.000  0.000  0.000    7    0    2    2    5    0    0    0     2  97    144.0    143.1 2
2023 10 17 33527 33527.5 2594  3  0.000  0.000  0.333  0.333  0.333  0.333  0.000  0.667    0    0    2    2    2    2    0    3     1  74    137.3    136.4 2
2023 10 18 33528 33528.5 2594  4  0.000  2.000  1.333  2.667  2.667  3.000  2.333  2.000    0    7    5   12   12   15    9    7     8  66    135.3    134.3 2
2023 10 19 33529 33529.5 2594  5  2.333  3.333  1.333  2.000  1.667  2.333  2.000  0.667    9   18    5    7    6    9    7    3     8  57    128.7    127.7 2
2023 10 20 33530 33530.5 2594  6  1.000  1.333  1.667  2.000  2.000  1.000  2.000  2.667    4    5    6    7    7    4    7   12     6  67    125.7    124.6 2
2023 10 21 33531 33531.5 2594  7  4.000  4.667  5.000  3.000  2.667  3.333  1.333  0.667   27   39   48   15   12   18    5    3    21  68    122.6    121.4 2
2023 10 22 33532 33532.5 2594  8  1.667  1.333  1.667  2.000  1.333  1.667  3.000  1.667    6    5    6    7    5    6   15    6     7  55    118.8    117.6 2
2023 10 23 33533 33533.5 2594  9  0.333  0.000  0.333  0.000  0.667  0.333  0.333  0.000    2    0    2    0    3    2    2    0     1  34    122.1    120.8 2
2023 10 24 33534 33534.5 2594 10  0.333  0.000  0.667  1.000  0.667  0.667  1.000  0.667    2    0    3    4    3    3    4    3     3  39    121.1    119.8 2
2023 10 25 33535 33535.5 2594 11  0.667  0.000  0.000  0.333  0.667  1.000  1.000  1.667    3    0    0    2    3    4    4    6     3  33    125.8    124.4 2
2023 10 26 33536 33536.5 2594 12  2.333  2.667  2.000  4.000  4.000  3.000  4.333  4.667    9   12    7   27   27   15   32   39    21  54    126.4    124.9 2
2023 10 27 33537 33537.5 2594 13  3.000  4.000  2.667  2.333  1.333  1.667  1.667  1.000   15   27   12    9    5    6    6    4    10  58    127.5    125.9 2
2023 10 28 33538 33538.5 2594 14  0.667  3.000  3.333  3.667  3.667  3.000  2.667  4.000    3   15   18   22   22   15   12   27    17  49    128.0    126.3 2
2023 10 29 33539 33539.5 2594 15  4.667  3.667  4.333  4.000  4.000  4.000  3.333  3.333   39   22   32   27   27   27   18   18    26  58    135.2    133.3 2
2023 10 30 33540 33540.5 2594 16  4.000  2.333  1.000  3.000  3.333  1.333  2.000  2.333   27    9    4   15   18    5    7    9    12  73    139.7    137.7 2
2023 10 31 33541 33541.5 2594 17  2.333  2.000  1.667  2.333  2.667  1.000  1.333  1.667    9    7    6    9   12    4    5    6     7 107    147.3    145.1 2
2023 11 01 33542 33542.5 2594 18  1.667  2.667  1.667  2.667  2.333  2.000  1.333  1.333    6   12    6   12    9    7    5    5     8 115    158.6    156.2 2
2023 11 02 33543 33543.5 2594 19  1.667  2.333  1.000  1.333  2.000  1.667  1.000  1.000    6    9    4    5    7    6    4    4     6 122    158.4    155.9 2
2023 11 03 33544 33544.5 2594 20  0.667  0.667  1.000  1.000  0.667  0.333  0.000  0.000    3    3    4    4    3    2    0    0     2 121    156.1    153.6 2
2023 11 04 33545 33545.5 2594 21  0.667  0.333  1.000  0.667  1.667  2.667  4.667  4.000    3    2    4    3    6   12   39   27    12  92    155.3    152.7 2
2023 11 05 33546 33546.5 2594 22  2.667  2.000  1.667  5.667  6.333  7.333  6.667  4.667   12    7    6   67   94  154  111   39    61  91    154.8    152.2 2
2023 11 06 33547 33547.5 2594 23  4.000  5.667  4.667  4.333  2.667  3.667  5.333  4.333   27   67   39   32   12   22   56   32    36  77    146.2    143.6 2
2023 11 07 33548 33548.5 2594 24  5.000  3.667  2.333  2.333  2.667  3.000  3.000  3.000   48   22    9    9   12   15   15   15    18  78    145.1    142.5 2
2023 11 08 33549 33549.5 2594 25  2.333  3.667  3.333  3.333  1.333  2.000  4.000  3.000    9   22   18   18    5    7   27   15    15 113    145.7    143.1 2
2023 11 09 33550 33550.5 2594 26  2.667  2.333  3.000  2.000  2.000  1.667  3.000  2.667   12    9   15    7    7    6   15   12    10  99    138.7    136.1 2
2023 11 10 33551 33551.5 2594 27  2.333  3.333  2.000  1.667  2.000  1.667  1.000  1.667    9   18    7    6    7    6    4    6     8  94    143.9    141.1 2
2023 11 11 33552 33552.5 2595  1  1.333  1.333  1.667  0.667  1.000  0.667  0.667  0.333    5    5    6    3    4    3    3    2     4  81    141.5    138.7 2
2023 11 12 33553 33553.5 2595  2  0.333  1.000  4.000  2.667  2.000  1.333  1.000  2.667    2    4   27   12    7    5    4   12     9  82    137.2    134.4 2
2023 11 13 33554 33554.5 2595  3  5.000  3.667  1.000  1.667  3.000  2.667  1.667  0.667   48   22    4    6   15   12    6    3    14  73    132.7    130.0 2
2023 11 14 33555 33555.5 2595  4  2.000  0.667  0.000  0.667  1.667  3.000  2.000  0.667    7    3    0    3    6   15    7    3     6  60    123.8    121.2 2
2023 11 15 33556 33556.5 2595  5  2.667  2.000  2.333  1.667  3.333  3.000  3.333  2.667   12    7    9    6   18   15   18   12    12  33    118.9    116.4 2
2023 11 16 33557 33557.5 2595  6  1.333  0.667  2.000  1.667  1.667  2.000  1.333  2.000    5    3    7    6    6    7    5    7     6  30    117.9    115.3 2
2023 11 17 33558 33558.5 2595  7  0.000  0.000  0.000  0.667  0.667  2.000  1.333  0.000    0    0    0    3    3    7    5    0     2  26    119.6    116.9 2
2023 11 18 33559 33559.5 2595  8  0.000  0.333  0.000  0.000  0.000  0.000  0.667  1.333    0    2    0    0    0    0    3    5     1  32    127.1    124.2 2
2023 11 19 33560 33560.5 2595  9  0.333  0.333  1.000  1.000  0.667  0.000  1.000  1.000    2    2    4    4    3    0    4    4     3  68    140.1    136.8 2
2023 11 20 33561 33561.5 2595 10  0.667  0.667  1.333  1.667  1.333  1.333  1.000  1.000    3    3    5    6    5    5    4    4     4  96    156.5    152.8 2
2023 11 21 33562 33562.5 2595 11  1.000  2.333  4.333  3.333  3.333  3.667  3.000  4.000    4    9   32   18   18   22   15   27    18 153    171.5    167.3 2
2023 11 22 33563 33563.5 2595 12  4.000  5.000  5.333  4.333  3.333  4.000  3.667  2.333   27   48   56   32   18   27   22    9    30 160    189.5    184.8 2
2023 11 23 33564 33564.5 2595 13  3.000  2.667  2.333  1.000  1.333  0.333  0.000  0.333   15   12    9    4    5    2    0    2     6 186    194.2    189.3 2
2023 11 24 33565 33565.5 2595 14  2.000  1.667  1.000  1.667  2.000  2.000  2.667  2.333    7    6    4    6    7    7   12    9     7 167    178.0    173.5 2
2023 11 25 33566 33566.5 2595 15  3.000  3.333  4.000  4.667  4.667  4.667  6.333  3.667   15   18   27   39   39   39   94   22    37 177    176.4    171.9 2
2023 11 26 33567 33567.5 2595 16  4.000  2.667  3.000  1.333  1.667  0.000  0.667  1.333   27   12   15    5    6    0    3    5     9 171    180.2    175.5 2
2023 11 27 33568 33568.5 2595 17  1.333  1.333  1.667  1.667  2.000  2.333  1.333  2.000    5    5    6    6    7    9    5    7     6 158    187.3    182.3 2
2023 11 28 33569 33569.5 2595 18  1.333  2.000  2.000  1.667  1.333  2.000  1.667  1.333    5    7    7    6    5    7    6    5     6 150    254.6    247.8 2
2023 11 29 33570 33570.5 2595 19  0.667  1.667  1.333  0.667  1.000  0.667  1.667  0.667    3    6    5    3    4    3    6    3     4 161    170.6    166.0 2
2023 11 30 33571 33571.5 2595 20  1.667  2.333  1.000  1.000  1.333  0.333  1.000  0.333    6    9    4    4    5    2    4    2     4 148    166.5    162.0 2
2023 12 01 33572 33572.5 2595 21  4.333  3.667  4.000  6.667  6.000  4.667  5.333  5.000   32   22   27  111   80   39   56   48    52 123    162.0    157.6 2
2023 12 02 33573 33573.5 2595 22  5.333  4.000  1.333  0.667  0.667  1.333  0.667  1.333   56   27    5    3    3    5    3    5    13 100    148.2    144.0 2
2023 12 03 33574 33574.5 2595 23  2.333  2.667  2.667  2.000  2.667  3.000  2.000  1.667    9   12   12    7   12   15    7    6    10 104    139.2    135.2 2
2023 12 04 33575 33575.5 2595 24  2.000  2.667  2.667  2.667  2.667  1.667  1.333  1.000    7   12   12   12   12    6    5    4     9 113    137.8    133.9 2
2023 12 05 33576 33576.5 2595 25  3.000  3.333  2.667  3.333  3.333  2.667  2.333  2.333   15   18   12   18   18   12    9    9    14 107    141.6    137.5 2
2023 12 06 33577 33577.5 2595 26  2.667  2.333  2.333  2.333  2.667  3.000  2.000  1.667   12    9    9    9   12   15    7    6    10 134    129.9    126.1 2
2023 12 07 33578 33578.5 2595 27  1.000  1.000  1.000  1.000  0.667  0.667  2.000  2.000    4    4    4    4    3    3    7    7     4 125    134.6    130.6 2
2023 12 08 33579 33579.5 2596  1  1.000  0.333  0.667  1.000  0.667  1.667  2.000  1.333    4    2    3    4    3    6    7    5     4 113    132.6    128.6 2
2023 12 09 33580 33580.5 2596  2  0.000  0.000  0.667  0.000  0.333  0.667  0.333  0.000    0    0    3    0    2    3    2    0     1 127    127.9    124.1 2
2023 12 10 33581 33581.5 2596  3  0.667  0.667  0.667  0.333  0.667  0.667  1.333  0.667    3    3    3    2    3    3    5    3     3 123    126.6    122.8 2
2023 12 11 33582 33582.5 2596  4  0.000  1.000  0.000  0.000  0.333  0.333  0.000  0.000    0    4    0    0    2    2    0    0     1  92    125.9    122.1 2
2023 12 12 33583 33583.5 2596  5  0.000  1.333  0.667  0.667  3.333  3.333  2.333  0.667    0    5    3    3   18   18    9    3     7  96    126.2    122.3 2
2023 12 13 33584 33584.5 2596  6  0.667  2.000  1.333  1.000  1.333  2.667  2.333  2.333    3    7    5    4    5   12    9    9     7 110    134.8    130.7 2
2023 12 14 33585 33585.5 2596  7  3.667  4.333  3.000  3.333  2.667  2.000  1.000  2.000   22   32   15   18   12    7    4    7    15 117    155.1    150.3 2
2023 12 15 33586 33586.5 2596  8  1.333  0.667  0.333  2.667  3.000  3.000  3.333  3.000    5    3    2   12   15   15   18   15    11 114    144.3    139.8 2
2023 12 16 33587 33587.5 2596  9  3.333  4.000  3.000  1.667  2.667  0.667  2.667  2.667   18   27   15    6   12    3   12   12    13 124    149.0    144.3 2
2023 12 17 33588 33588.5 2596 10  3.333  4.667  4.333  4.667  5.333  5.333  2.333  3.333   18   39   32   39   56   56    9   18    33 112    154.6    149.7 2
2023 12 18 33589 33589.5 2596 11  2.333  3.333  5.333  3.667  3.333  3.000  3.000  4.333    9   18   56   22   18   15   15   32    23 138    161.4    156.3 2
2023 12 19 33590 33590.5 2596 12  3.667  3.333  2.000  1.667  1.667  2.000  2.000  2.667   22   18    7    6    6    7    7   12    11 150    179.3    173.5 2
2023 12 20 33591 33591.5 2596 13  4.000  3.000  2.333  1.667  2.000  2.667  1.333  0.667   27   15    9    6    7   12    5    3    10 149    195.3    189.1 2
2023 12 21 33592 33592.5 2596 14  2.667  0.333  0.333  2.000  0.667  1.333  0.333  0.000   12    2    2    7    3    5    2    0     4 152    193.6    187.4 2
2023 12 22 33593 33593.5 2596 15  0.333  1.333  1.000  0.333  0.000  0.333  0.333  0.333    2    5    4    2    0    2    2    2     2 148    186.7    180.7 2
2023 12 23 33594 33594.5 2596 16  0.333  0.333  2.000  0.667  2.000  2.667  0.667  1.000    2    2    7    3    7   12    3    4     5 138    174.2    168.6 2
2023 12 24 33595 33595.5 2596 17  2.667  2.667  2.667  3.000  2.333  1.000  1.000  0.667   12   12   12   15    9    4    4    3     9 117    183.4    177.4 2
2023 12 25 33596 33596.5 2596 18  0.333  1.000  0.667  0.333  0.333  1.000  1.333  0.000    2    4    3    2    2    4    5    0     3 113    166.7    161.3 2
2023 12 26 33597 33597.5 2596 19  0.333  1.667  1.333  1.667  1.667  1.333  1.000  0.667    2    6    5    6    6    5    4    3     5 110    154.2    149.1 2
2023 12 27 33598 33598.5 2596 20  2.000  1.667  1.000  1.333  0.333  0.667  0.667  0.333    7    6    4    5    2    3    3    2     4  76    149.4    144.5 2
2023 12 28 33599 33599.5 2596 21  0.000  0.000  0.667  0.333  0.333  0.333  0.000  1.667    0    0    3    2    2    2    0    6     2  95    146.7    141.8 2
2023 12 29 33600 33600.5 2596 22  1.333  1.000  1.333  2.000  1.667  0.667  1.667  2.333    5    4    5    7    6    3    6    9     6  83    142.9    138.2 2
2023 12 30 33601 33601.5 2596 23  1.000  2.333  1.333  0.333  0.667  1.000  1.000  0.000    4    9    5    2    3    4    4    0     4  65    139.7    135.1 2
2023 12 31 33602 33602.5 2596 24  0.000  0.667  0.333  0.333  0.333  0.667  1.000  1.333    0    3    2    2    2    3    4    5     3  52    146.2    141.4 2
2024 01 01 33603 33603.5 2596 25  0.667  0.333  0.667  1.333  2.000  3.000  3.333  4.000    3    2    3    5    7   15   18   27    10  54    135.7    131.2 1
2024 01 02 33604 33604.5 2596 26  2.667  2.333  0.667  2.000  2.333  2.667  2.000  0.667   12    9    3    7    9   12    7    3     8  66    142.1    137.4 1
2024 01 03 33605 33605.5 2596 27  2.667  2.667  1.000  1.667  1.667  2.667  3.333  3.000   12   12    4    6    6   12   18   15    11  57    140.2    135.5 1
2024 01 04 33606 33606.5 2597  1  1.333  0.667  1.667  0.667  0.667  1.333  1.000  2.667    5    3    6    3    3    5    4   12     5  98    125.8    121.6 1
2024 01 05 33607 33607.5 2597  2  2.000  1.667  0.333  1.000  1.333  1.667  0.333  0.333    7    6    2    4    5    6    2    2     4 117    152.7    147.6 1
2024 01 06 33608 33608.5 2597  3  0.333  1.000  0.000  0.000  0.000  0.000  0.667  1.000    2    4    0    0    0    0    3    4     2 144    159.4    154.1 1
2024 01 07 33609 33609.5 2597  4  0.000  0.000  0.000  0.333  0.333  0.333  0.000  0.000    0    0    0    2    2    2    0    0     1 164    167.1    161.6 1
2024 01 08 33610 33610.5 2597  5  0.000  0.000  0.000  0.333  1.000  0.667  1.333  2.000    0    0    0    2    4    3    5    7     3 162    176.2    170.4 1
2024 01 09 33611 33611.5 2597  6  2.333  1.000  2.333  0.667  0.667  1.333  0.333  1.000    9    4    9    3    3    5    2    4     5 148    175.9    170.1 1
2024 01 10 33612 33612.5 2597  7  1.333  1.667  1.333  2.000  2.333  1.667  2.000  1.667    5    6    5    7    9    6    7    6     6 164    186.0    179.9 1
2024 01 11 33613 33613.5 2597  8  0.667  1.333  1.667  1.333  2.000  1.333  0.667  1.667    3    5    6    5    7    5    3    6     5 179    192.5    186.2 1
2024 01 12 33614 33614.5 2597  9  0.000  1.333  0.333  1.000  1.333  1.333  0.667  1.000    0    5    2    4    5    5    3    4     4 179    186.4    180.3 1
2024 01 13 33615 33615.5 2597 10  0.333  0.000  0.333  0.667  0.667  0.667  0.333  0.667    2    0    2    3    3    3    2    3     2 186    185.4    179.4 1
2024 01 14 33616 33616.5 2597 11  0.667  1.333  1.667  2.000  1.667  2.000  2.000  2.000    3    5    6    7    6    7    7    7     6 157    187.9    181.7 1
2024 01 15 33617 33617.5 2597 12  1.000  0.667  1.667  1.667  2.333  0.333  1.333  1.667    4    3    6    6    9    2    5    6     5 140    182.5    176.6 1
2024 01 16 33618 33618.5 2597 13  2.667  2.000  0.667  0.667  0.667  1.000  1.000  0.333   12    7    3    3    3    4    4    2     5 131    179.6    173.8 1
2024 01 17 33619 33619.5 2597 14  0.667  0.333  1.333  0.667  0.667  0.667  0.667  1.000    3    2    5    3    3    3    3    4     3 146    174.1    168.5 1
2024 01 18 33620 33620.5 2597 15  1.000  1.000  1.000  1.667  1.333  1.333  2.333  2.333    4    4    4    6    5    5    9    9     6 129    162.3    157.1 1
2024 01 19 33621 33621.5 2597 16  1.333  2.667  1.667  1.333  1.667  1.667  1.333  2.333    5   12    6    5    6    6    5    9     7 141    157.4    152.4 1
2024 01 20 33622 33622.5 2597 17  1.667  2.333  1.333  1.000  2.000  1.667  1.333  1.333    6    9    5    4    7    6    5    5     6 132    166.3    161.0 1
2024 01 21 33623 33623.5 2597 18  0.000  1.333  1.333  2.000  1.667  1.000  0.667  1.000    0    5    5    7    6    4    3    4     4 154    178.5    172.9 1
2024 01 22 33624 33624.5 2597 19  0.667  0.333  1.000  1.333  1.667  2.000  3.000  3.333    3    2    4    5    6    7   15   18     8 164    196.1    189.9 1
2024 01 23 33625 33625.5 2597 20  2.000  2.667  1.667  1.000  1.333  1.000  1.000  2.000    7   12    6    4    5    4    4    7     6 144    180.3    174.7 1
2024 01 24 33626 33626.5 2597 21  3.333  3.000  3.000  1.667  1.333  0.333  0.333  0.333   18   15   15    6    5    2    2    2     8 122    172.0    166.6 1
2024 01 25 33627 33627.5 2597 22  0.333  0.667  0.667  1.333  1.667  1.667  1.333  2.333    2    3    3    5    6    6    5    9     5  92    160.5    155.6 1
2024 01 26 33628 33628.5 2597 23  0.333  1.333  0.333  0.667  2.000  1.667  1.333  1.667    2    5    2    3    7    6    5    6     4  79    156.7    151.9 1
2024 01 27 33629 33629.5 2597 24  2.333  1.333  1.000  1.000  0.667  0.667  0.667  0.667    9    5    4    4    3    3    3    3     4  63    148.1    143.6 1
2024 01 28 33630 33630.5 2597 25  0.667  1.000  1.000  2.000  1.333  1.667  3.000  3.000    3    4    4    7    5    6   15   15     7  68    141.1    136.8 1
2024 01 29 33631 33631.5 2597 26  2.667  2.000  1.000  0.667  2.333  2.000  2.333  2.000   12    7    4    3    9    7    9    7     7  70    140.3    136.1 1
2024 01 30 33632 33632.5 2597 27  2.000  2.333  1.667  1.667  1.000  1.000  2.333  2.000    7    9    6    6    4    4    9    7     6  70    135.0    131.0 1
2024 01 31 33633 33633.5 2598  1  2.000  2.333  1.333  1.333  1.333  2.000  2.000  1.000    7    9    5    5    5    7    7    4     6  94    136.2    132.2 1
2024 02 01 33634 33634.5 2598  2  1.000  1.000  2.000  2.000  1.000  2.000  2.000  0.333    4    4    7    7    4    7    7    2     5 118    136.9    132.9 1
2024 02 02 33635 33635.5 2598  3  0.333  0.333  1.000  0.667  0.667  0.667  0.333  0.000    2    2    4    3    3    3    2    0     2 123    142.6    138.5 1
2024 02 03 33636 33636.5 2598  4  0.000  0.667  0.333  0.333  0.000  0.667  0.000  0.333    0    3    2    2    0    3    0    2     2 127    156.4    152.0 1
2024 02 04 33637 33637.5 2598  5  0.667  1.333  0.667  1.333  0.667  1.333  2.000  3.000    3    5    3    5    3    5    7   15     6 137    170.4    165.6 1
2024 02 05 33638 33638.5 2598  6  0.000  0.333  1.333  1.000  2.000  2.333  1.667  2.667    0    2    5    4    7    9    6   12     6 157    173.4    168.6 1
